Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
61,1,114517.37901000100,12,1,30.98195957429380,0,0,0
65,0,131483.1038959670,16,0,40.58102833311250,0,0,0
33,0,33082.87220805930,15,2,7.901999736730200,1,1,0
31,1,53740.431812891700,9,4,2.041064450537750,0,0,0
63,1,52182.77013638520,7,3,1.9143962677452300,1,0,1
24,0,77225.86973421380,7,3,53.57027929506550,1,1,1
35,0,107883.41744683100,17,2,23.13086491378270,0,5,0
18,1,149785.17648108300,10,0,38.97946857317180,0,5,1
38,1,117653.14621509400,12,4,30.687570856029300,1,4,1
55,0,21290.09674661860,11,4,54.84336138989200,1,4,1
44,1,109312.50464542200,1,1,45.08693214433350,1,1,0
47,0,85081.15484915430,7,3,18.001706850153100,0,0,0
24,1,63426.49553694,5,3,46.15096092290050,1,3,1
28,0,146829.32611178900,6,4,2.277088119472030,0,3,1
46,0,86625.34434014310,7,1,58.83541126117350,1,3,1
48,0,72923.84358633160,12,0,57.310944038943400,1,1,1
37,1,58130.119401473400,9,0,54.21266473318440,0,3,1
20,1,73223.56933621240,5,4,1.8863299768534100,0,1,0
62,0,60458.274358241200,20,3,43.354364252563800,0,1,0
56,1,73059.71981267080,2,4,10.880758942452500,0,0,1
62,1,119959.96167399300,4,3,30.08088084949160,0,5,0
49,0,57370.016436642500,5,3,1.2780331058122300,0,4,1
49,0,52068.25238781100,9,1,28.00688521280660,0,3,0
57,0,86801.08034687980,7,0,24.02698661112510,0,5,0
51,1,22848.732740751200,11,4,49.936303355604800,1,3,0
28,1,72663.35028858360,17,1,58.931931262079500,1,0,1
19,0,118721.77411433500,4,0,13.845769029135200,1,4,1
68,0,27561.29341571190,6,1,7.049222695440280,0,0,0
29,0,77242.04438788540,4,0,38.94059861886180,0,5,1
23,0,39343.47602266500,13,4,36.77678090200010,0,4,1
25,0,79539.44867046430,1,4,4.368590870083150,0,2,0
46,1,135971.0095622310,1,3,20.38566733120540,1,1,0
31,0,78472.00434677190,5,2,36.73947010073510,1,4,1
29,0,87350.23961104600,18,2,45.28210566147050,0,3,1
58,0,148935.29367541700,10,1,53.99064024438590,1,2,1
26,0,58681.298671446700,15,2,52.66542252758030,0,1,1
68,1,111501.42191246300,9,2,38.01153408360550,0,2,0
39,1,55715.09831753750,16,0,55.67326767932530,0,3,1
30,1,36984.804697050200,16,0,48.24735859073300,0,1,0
45,0,126073.10206592000,19,0,31.120695416631800,1,1,1
50,1,138026.84319135100,10,3,48.37919248528080,0,4,1
69,1,53488.938643383800,5,3,47.053790823435500,0,0,0
64,0,131245.8436577520,15,2,43.83761823768600,0,0,0
47,0,112813.84222585700,9,1,45.22724277887860,0,3,1
42,0,41574.136388452100,16,3,31.73204852840320,0,5,0
61,0,137229.05897760500,16,3,57.06811381043470,1,5,1
55,1,103261.88548286000,10,3,42.4371737857627,0,0,0
25,0,58389.19208433830,14,4,2.5278681447196200,1,5,1
42,1,111726.1621436970,14,0,36.80078085345890,1,0,1
45,1,23275.14381469980,19,4,12.837293318647800,1,3,0
25,0,146360.69285210000,7,3,57.77056169684070,0,1,1
55,0,105042.69819163000,6,4,38.23590464564190,0,5,1
64,1,29477.238597827500,6,1,2.9385451666833800,0,1,0
44,1,135999.3247581550,0,3,36.567936443342500,0,3,0
49,1,128815.34628158200,11,1,54.592485404337600,0,0,0
49,1,145330.19414371400,14,1,51.42582744167160,0,5,1
21,1,122561.22133088100,8,1,55.46695399349660,0,2,1
68,1,121482.12326532200,13,0,4.535584163943810,0,0,0
48,0,78661.11474352850,14,1,41.66170321522350,1,4,1
45,1,20203.463674891500,16,0,31.69148185570930,0,1,0
36,1,27611.620801717300,4,4,18.692581838199800,0,2,0
30,1,105610.26703710700,15,0,11.671596941094800,0,0,0
31,0,112716.8948267400,6,2,36.86390662077790,0,3,1
32,0,80002.47167457270,9,2,41.15307930219140,0,2,1
44,0,99108.54545054070,11,0,57.9048052764074,0,3,1
61,0,120938.1680449640,15,2,8.776602963904080,0,4,0
56,0,38271.885785186900,13,4,42.48878730175370,1,2,0
57,0,138251.486526757,15,1,28.80798585219900,1,0,0
26,0,52560.82684302490,16,1,29.145845285581900,1,4,1
57,0,145451.99802908100,6,3,25.405029318934200,0,1,0
67,1,98751.30242884970,19,2,42.201940305484800,0,5,1
66,0,85078.46425011200,1,0,4.869165286151540,0,4,0
36,0,111998.52151631900,15,1,51.67700861015890,0,0,1
18,0,101206.2639510540,14,2,56.89069996578400,1,5,1
25,0,59608.288082745300,15,1,39.59900725971180,0,0,1
48,1,110029.21609982400,16,1,45.138234405361900,1,5,1
62,1,62288.367422994000,8,0,11.599760984373900,0,0,0
61,1,75731.26272823640,8,4,15.374675591389400,1,4,1
57,1,63103.41087873520,3,3,17.947239530515600,0,3,0
58,0,62665.0579692105,7,3,43.18221658955490,0,2,0
70,1,67880.23896589030,2,0,47.12201035128080,0,2,0
37,0,51457.026941215900,0,1,34.70864729334380,1,3,1
64,1,133283.82444481100,13,1,29.48843113399390,0,3,0
62,1,101074.34117773500,16,0,6.4933222339950100,1,5,0
68,1,137935.35399175800,4,2,40.669349617999500,0,3,0
37,0,102019.83272979100,18,2,26.843285984669400,0,5,1
25,1,137252.2255773900,7,1,31.012353090360700,1,5,1
48,1,26647.599587473100,18,0,1.9033246109874200,0,4,0
33,1,109256.68875403900,4,4,48.7528031217798,0,5,1
61,0,88515.39030851470,7,4,38.23191420294300,0,5,1
55,1,103261.88548286000,10,3,42.4371737857627,0,0,0
45,0,71689.60921187320,19,4,23.581022287748500,1,3,0
36,1,100720.71377219600,9,1,22.32774183948690,0,5,1
34,1,95035.9852754916,14,4,7.82073102607922,0,3,1
63,1,136218.66230102300,4,1,13.569083870752600,0,0,0
50,1,22340.852228059100,13,4,26.3041789742879,1,0,0
39,1,103502.31836768000,19,4,47.40383709815920,0,5,1
22,0,132393.2692379470,6,1,44.12961059922950,0,5,1
53,1,37228.207456440300,14,2,52.88014333839110,0,2,0
19,1,46608.41417744690,12,0,31.686809455641300,0,3,1
39,1,136812.8786077290,3,3,12.526178690067900,0,5,0
64,1,39707.35972401290,13,2,17.190291539022100,1,0,0
66,1,69946.87268815400,10,4,30.7308684974554,1,4,1
26,1,107903.08306980600,7,2,20.97806251764530,0,1,0
27,0,33549.224365085200,8,1,30.115319886299800,1,1,1
52,1,56684.31971011600,15,1,54.36271588218710,0,4,1
46,1,35672.59413247970,0,1,25.494184887381300,0,0,0
26,1,128438.79761008800,3,4,7.0714002121780400,0,1,0
19,0,30199.256121226100,10,2,55.99561688705850,0,0,0
55,1,67779.47489789910,20,1,35.969067931929800,0,1,0
21,1,28796.887047000200,14,2,59.76362529694130,0,5,1
53,1,135718.3478614820,3,2,43.73879500388460,0,1,0
33,1,120972.37240417400,20,1,50.07175324700030,0,4,1
19,1,23144.929305876200,19,2,26.68227072707040,0,5,0
69,0,126312.09288140300,2,4,34.832477695984000,1,5,1
18,1,80939.83551038580,12,3,54.96697905988640,0,4,1
49,1,143685.01870992400,9,2,58.42862740298500,0,0,1
69,1,39168.828471816900,6,1,49.002919988674,1,0,0
18,1,93461.09061885830,9,1,24.97797092125870,0,5,1
43,1,145381.9650071060,13,2,24.579822123059500,0,3,0
25,0,143559.69217478800,11,4,31.580804623321800,1,0,1
57,0,147208.31089058800,5,3,41.69959788096060,0,1,0
59,1,129174.29713263000,2,4,12.34843542608100,0,2,0
26,1,110354.57975161200,9,0,43.22841965823690,0,2,1
57,1,132061.88269544100,19,1,31.33939366469270,1,0,1
18,0,42734.58683287470,12,0,56.13787449168970,0,0,0
38,1,138400.121013709,7,3,41.316255395036100,1,0,1
54,0,81267.3317617614,6,3,35.47935937377800,0,0,0
34,0,84570.40496633310,16,1,30.051703793055800,1,0,1
43,1,43981.91290737310,15,2,2.1268527618698200,0,2,0
44,0,105839.35356117400,8,2,59.051925468401700,1,3,1
60,1,95087.13756455050,16,2,42.38045005831600,1,4,1
22,0,87622.08600039770,2,1,24.942913439816000,0,2,0
24,0,135300.23702720500,13,1,7.063326316337130,0,3,1
27,0,20191.596871220500,2,0,35.20851536484100,0,5,0
28,0,29500.60306351200,18,4,24.652045972546700,0,3,0
27,0,41017.28671080500,16,4,22.173252768637700,0,1,0
69,1,46524.632501756800,7,4,11.263692374077300,1,1,0
20,0,111709.90793685300,0,4,30.840597198283400,0,0,1
54,0,140650.87324238600,17,3,33.15395440790110,0,1,0
52,1,78466.17951857020,18,2,15.770075775501800,1,1,0
49,0,105342.21895309500,19,4,27.689638793187600,0,3,0
65,0,129114.0040062800,12,1,57.814521684269100,1,0,1
56,1,25612.585653611500,12,2,27.452441760953400,0,3,0
55,0,115749.57968352300,10,4,7.630776910013380,0,4,1
23,1,107940.83183942700,0,2,59.04036698686970,0,0,0
52,1,99401.40923984990,12,4,43.66037040215950,1,0,1
45,0,46322.472821480900,11,4,46.43125247889390,0,2,0
42,0,37093.58558673760,8,1,46.26947147342220,1,4,1
38,1,30519.506796662800,4,4,59.89379455227140,0,3,0
39,0,71367.01798949540,3,0,36.02526652133430,0,5,1
51,1,28885.91604029460,10,1,48.26867996333440,0,5,0
22,0,112695.98658246100,13,1,40.893282673753300,0,5,1
20,0,119588.42094958900,12,4,52.761274435389100,1,2,1
68,0,132488.4486581590,1,1,1.2881834951948600,0,5,0
29,1,58153.54701705580,16,2,59.991105424697600,1,3,1
52,1,48869.86319013170,15,2,13.878118728108100,1,0,0
36,1,64278.54165556790,19,1,18.873764905515000,0,0,0
54,0,127471.95676639300,7,3,42.75743924871850,1,1,1
54,0,63075.1109233966,14,1,53.06214200018350,0,4,1
39,1,92857.28202745720,18,1,17.408617885674400,0,5,1
38,0,62927.95843329470,19,0,8.907468764820510,0,5,1
53,0,124637.88098938700,5,4,49.434233603167000,0,4,0
36,1,113965.85941710300,10,0,32.4651933850657,1,5,1
46,1,132847.36971396900,5,4,28.37602526358920,0,3,0
70,1,102196.67997289300,16,1,6.83352721709643,1,3,1
35,0,115250.87657673600,13,1,22.019425478784600,1,0,1
47,0,47559.22711082560,17,3,15.200213793827200,0,5,0
69,0,32893.15294633810,15,1,56.19006464246350,0,0,0
52,1,78281.47719802490,6,1,47.98085529362530,1,0,1
61,0,78319.38202409050,0,2,13.021573665146700,0,1,0
39,0,57167.882601090800,3,2,26.428040002044000,1,2,0
65,0,95397.89236565710,19,2,19.047793982429700,1,3,1
56,0,36321.52791914490,14,4,42.01206914080030,0,5,0
68,1,41547.47137662030,10,0,56.025741934195800,1,0,0
70,1,109222.53556919300,20,4,33.69707140928270,1,3,1
38,0,135492.47740012900,19,1,5.977882889871800,0,2,0
45,1,101410.4617847380,19,4,25.433759360166800,1,2,0
52,0,27302.89005516710,20,4,17.094839669290900,0,4,1
43,0,56404.852841563600,1,1,35.422146693501400,1,4,1
57,1,31518.055858350200,5,4,54.70278264303200,0,4,0
18,1,37124.74054909310,19,3,13.847173585207300,1,3,1
50,0,87926.32354112650,19,3,41.6130998699058,0,4,1
45,1,143075.38476004100,1,1,41.78680439077850,0,1,0
51,1,134071.10606508300,6,2,23.843813175200100,0,5,1
27,0,55132.19997700180,12,4,40.22426145226000,0,4,1
45,0,145586.17566672800,13,4,44.05646018284720,0,2,0
19,1,100768.01837644900,11,1,46.00802623844230,0,1,1
69,0,26738.653885564800,14,1,32.23404665950450,1,4,1
21,1,120794.99955240800,10,0,7.630770005200020,0,2,0
67,1,38456.358668929200,18,1,51.337372923210200,0,0,0
23,1,75968.81400008700,11,3,31.0242300552805,0,1,1
32,0,124770.30201529100,5,4,47.55667058727660,0,0,0
44,0,135525.68043450200,3,0,13.961245869173800,0,3,0
65,0,143121.7867241080,19,2,59.53241111089000,0,2,0
64,0,63577.04615821350,20,4,25.65515580043900,0,4,0
19,0,149523.46389154200,5,3,13.579031951959000,0,4,0
51,1,61286.28338394520,4,0,15.05435669306140,0,0,0
26,0,129928.56718868800,9,1,28.90644502819100,0,3,1
48,1,129069.6526033410,7,3,43.19306983185940,0,5,1
66,1,72194.26106196750,7,0,58.80840858747540,0,3,1
51,1,22848.732740751200,11,4,49.936303355604800,1,3,0
31,0,102692.4860332410,0,0,40.28401883145990,0,5,1
20,1,22001.3359198701,7,1,23.36134415751380,0,4,1
55,1,95460.78812918050,20,3,48.540071179306500,0,5,1
61,1,79579.08339872530,5,2,3.452031048063260,1,4,0
54,0,50209.96199728620,2,0,4.68630592011143,1,1,0
20,1,69051.34701521510,4,2,6.361715763809250,0,2,0
36,1,52616.09593984330,15,3,18.275959137493000,1,5,0
62,1,77920.41303644580,20,1,24.278516627601000,0,4,0
63,0,71874.59129351650,10,2,43.54624261077120,0,1,0
61,1,114703.78803101000,14,0,14.350362714484600,0,4,0
69,1,98875.12421326670,4,0,2.2424092298228800,0,5,1
22,0,112331.5638210310,13,1,54.26921338249690,1,1,1
68,1,103955.40564517700,7,0,11.15965128599440,1,1,0
64,0,91064.2686244125,7,0,5.52072171753996,1,5,1
27,0,52903.200093349100,3,0,8.81566828705343,0,3,0
20,0,83318.04944646170,2,4,16.050512537110400,1,0,0
38,1,27511.472929527700,4,0,9.241849983573380,0,4,0
47,0,85963.55203331520,5,0,37.0446568615252,1,0,0
50,0,29330.854809446700,7,2,45.47232392065810,0,2,0
59,0,115477.71116982700,18,2,49.05934751469670,0,4,1
70,1,124576.83699833600,3,4,8.41132117621792,0,1,0
57,0,138251.486526757,15,1,28.80798585219900,1,0,0
33,0,92992.99643473810,11,0,29.504944088364500,0,3,1
37,1,112875.14132926100,1,4,20.06846074158530,0,1,0
28,1,20496.589945615800,9,2,36.85345282199790,0,0,0
30,1,55849.7838726764,5,0,55.04016278815810,0,4,1
18,1,87934.95791377690,6,0,59.96860575795220,1,4,1
66,1,99768.53485086960,3,4,29.957807774814500,1,1,0
19,0,124905.51381491900,13,3,48.69311152738640,0,2,1
27,0,146299.2498171370,8,1,1.5906142229890500,1,5,1
43,1,25514.89876689590,20,4,57.76955670040150,1,4,1
64,0,98493.4088834204,5,0,24.97869391912610,0,1,0
65,1,141786.92006430200,11,4,56.081246904394700,0,1,0
40,1,56238.78341389190,2,3,19.349413216582400,0,1,0
25,0,75390.83990574830,20,2,2.4740608546291200,1,0,1
35,0,132680.14608578000,13,0,43.77094065365750,1,5,1
26,0,82665.33755457070,11,1,34.729053822634600,0,3,1
23,0,85899.6569350385,13,2,10.258119050196400,0,2,0
45,1,147010.90407706300,2,4,52.76703337831370,0,3,0
34,1,111921.24204467100,11,3,3.9260169849850800,0,3,1
54,1,120311.498427219,9,0,51.22440887436160,1,2,1
36,1,130992.03982160700,16,3,50.00751011647930,0,1,1
67,1,119033.76487910100,12,0,41.7200931656556,0,2,0
21,1,38492.417929335500,15,0,30.14476979927110,1,2,1
64,0,35098.06482606830,7,4,12.47334763175650,0,5,0
23,1,21434.064375724100,18,3,52.30737100620340,0,2,0
54,1,66425.75070906540,3,4,40.202588768502300,0,0,0
64,1,74941.7956117692,2,3,49.6318111694496,1,2,0
50,0,137836.86893477300,9,2,54.02139439160720,0,1,0
62,0,76169.99478274550,12,3,10.731107584311100,0,4,0
32,1,143039.34670955300,12,2,36.29306249637320,0,2,1
66,0,130794.3036708540,16,3,23.61988395428790,1,4,1
19,0,149570.59100088700,19,2,21.76385647317480,0,2,0
64,1,146645.27769612600,15,1,49.29700059201340,0,2,0
54,1,66425.75070906540,3,4,40.202588768502300,0,0,0
21,0,71115.37613362990,10,1,36.259178265015200,0,4,1
52,0,87393.04285287650,2,4,46.699752907287500,0,2,0
65,1,141786.92006430200,11,4,56.081246904394700,0,1,0
40,0,91234.73356658010,10,1,50.46557864743920,0,1,0
29,0,96782.9184193029,6,0,48.75622181930610,0,5,1
62,0,89021.8981935722,3,3,30.679581105864300,1,3,1
25,1,63184.8343050286,16,0,9.158707230880120,0,0,0
25,0,79539.44867046430,1,4,4.368590870083150,0,2,0
47,1,125446.09009135100,4,0,16.096479907920600,0,5,0
31,0,59425.76918378740,8,3,44.47276088933870,0,3,1
50,0,64894.45379183540,18,4,26.483193337603900,1,1,0
32,0,144744.96376173400,18,1,58.02697619475350,0,5,1
66,0,59379.04474831500,10,0,32.29502899930730,0,1,0
41,1,27356.13529907300,15,4,39.25883993670470,1,4,1
56,0,29322.54555019460,16,4,44.93122158182150,0,2,0
46,0,142940.7591100370,12,4,22.60067395779630,1,3,1
40,1,61115.11946480990,11,1,3.1219796165913600,0,3,0
49,1,138198.62676200300,19,0,58.12432161091140,0,1,0
21,0,119595.0712634260,14,0,44.35094686996530,1,4,1
64,0,103828.23852290100,12,4,53.00320960707180,1,2,1
58,0,115925.0480284990,16,2,4.154064043684270,0,2,0
53,0,55997.58335911520,17,2,13.401326154411900,1,1,0
47,1,41550.69022122580,12,4,55.578808830376200,0,1,0
39,0,59512.526593153600,0,4,9.735525809840950,0,5,0
37,0,105404.17031472800,1,4,27.04873147358930,0,4,0
68,1,145254.90131538600,15,1,30.607402156890100,1,2,1
69,1,76790.59133997330,4,2,32.93305465159600,0,1,0
19,0,113383.05279836100,16,2,23.566583174373100,0,1,0
60,0,105455.95268211700,2,4,44.872548536076400,1,1,0
44,0,49607.465693417200,5,4,13.334429598071100,0,5,0
22,1,106640.19617848900,10,4,59.81165504805240,0,5,1
70,1,44197.666707935200,4,4,16.593685413651500,1,4,0
43,1,131584.4179838860,15,4,28.294007892161700,0,2,0
63,1,92623.51153855530,13,3,55.138441079452100,1,1,1
42,0,71281.9162141046,9,4,5.567281567100280,0,0,0
40,1,58549.62556739520,8,4,21.695879757608400,1,0,0
45,1,124468.45960740000,11,4,2.8492174626731400,0,3,0
36,1,60218.45332216170,1,0,15.368171995072600,0,4,0
43,1,54787.04797463630,11,3,45.10326526436610,0,3,1
62,0,29221.188097390500,14,1,39.32303455761600,0,5,0
56,0,147878.26028424400,16,1,58.394828397730200,0,2,0
46,0,33178.47668191070,8,3,51.180187466646900,1,2,0
25,0,117289.96545791000,6,2,48.329977521315500,1,5,0
25,0,83421.02571042710,14,1,27.003603423971500,1,5,1
32,1,140405.22889613200,9,1,21.015003091203200,1,2,1
34,0,45300.92653669950,11,3,38.280929395566200,0,1,0
19,1,120604.35524492000,12,3,11.318152235496900,1,1,1
50,0,64894.45379183540,18,4,26.483193337603900,1,1,0
62,0,58974.068583480700,3,3,29.008546500564600,1,3,0
20,0,44443.215500004100,9,2,11.46373033792480,1,0,0
52,0,77639.40186929440,20,0,43.76243152254480,0,1,0
58,1,109475.65065143100,14,0,2.045117185953950,0,1,0
58,0,28497.60048337010,11,2,28.328766742226300,0,0,0
30,1,105378.28825169200,9,4,5.2709744975943100,0,5,1
28,0,105716.00988675200,16,0,26.48737291634300,0,4,1
54,1,60542.30152919480,6,4,43.42214714661060,0,4,1
19,1,24590.47614223110,1,3,14.971057541914600,0,5,0
33,0,32750.735501951800,0,3,53.69371073802590,0,5,0
60,0,28149.650810842600,10,2,31.93458136206710,1,4,1
68,0,133531.979061905,3,2,10.591111149953500,0,1,0
41,1,53632.51348020730,15,4,10.418332649633000,1,3,1
33,1,139349.95178589000,12,2,55.10752998871900,1,0,1
34,1,20418.37426855620,9,1,54.45995479214510,0,0,0
36,1,64278.54165556790,19,1,18.873764905515000,0,0,0
57,0,42634.21359343100,11,0,10.75978897557620,0,3,0
67,0,102703.05741207000,19,0,11.192648618526400,0,3,0
29,0,21574.10178053540,14,2,45.46949041716570,0,4,1
37,0,122360.31347780300,17,3,10.067364012627600,1,5,0
34,1,68252.41504689160,20,2,46.729826220008000,1,1,1
53,0,100904.624400242,10,1,18.54620659165740,0,4,0
64,0,36992.34897622590,1,3,43.522781609574100,0,2,0
22,0,58834.3245665405,10,2,45.03876997058110,0,2,1
64,1,100546.43413671800,20,1,45.223188289044000,0,2,0
51,1,142554.1614822350,18,3,46.263072388494600,0,1,0
39,0,61452.68638174810,11,3,50.29687324807870,1,1,1
56,1,40079.76713903210,0,0,9.355417454210420,0,5,0
20,0,31607.638188324500,19,2,38.20280582364250,0,0,0
40,1,75588.17338143390,11,2,2.061299762770870,1,1,0
43,0,25706.992543590700,0,1,5.297872555166790,0,3,0
61,0,145556.8809499190,13,4,17.23503663679600,1,3,1
68,0,147528.35916114900,5,1,32.02044986431030,1,4,1
45,1,148444.67560022700,13,0,42.42724914661730,0,1,0
18,0,33697.43989261130,9,1,14.723627866776600,0,3,0
28,1,118670.68672785100,19,3,56.17435577022070,0,5,1
70,1,40803.24174021520,3,3,51.067786562028000,0,5,0
26,1,84856.43638967250,7,4,48.1105703328951,0,1,1
61,0,118307.76981352300,20,3,29.547148231960200,0,4,0
69,0,27519.778428130900,6,1,39.46021752520880,0,5,0
34,0,133648.92820907300,4,3,1.0748165380139200,0,2,0
56,1,95714.94556694200,7,0,31.282369769656100,0,2,0
21,1,68691.87531261580,17,2,32.9310221805066,1,4,1
25,1,76266.080287231,10,0,19.039611523230100,0,0,0
47,0,108350.64325556400,16,4,44.03551147486590,0,4,1
32,1,77122.64866027880,14,0,8.35228872815836,1,1,1
53,1,51290.052538225600,2,1,13.879883596879200,0,3,0
18,0,96386.16324422230,6,4,38.915048177445000,0,4,1
34,0,37397.68718996010,3,1,10.656864160053900,0,5,0
69,1,134136.66165785900,0,1,26.768711252977400,0,4,0
26,0,77709.52908582910,1,2,27.406627079970400,1,1,1
48,0,129003.93839959300,4,4,53.7567473583777,0,2,0
20,0,127256.42332340800,20,1,30.50200101860690,0,3,1
28,0,27494.185685873200,11,1,45.9842267944069,1,0,1
22,1,124870.1575603160,0,0,4.228136315184760,0,0,0
39,1,71019.5642098324,19,3,28.97202247469380,0,1,0
26,1,128438.79761008800,3,4,7.0714002121780400,0,1,0
41,0,139958.43476674100,18,3,32.81227369130430,0,3,1
38,0,49299.56484087960,8,3,49.249517404775700,0,0,0
48,1,102674.1119312850,3,2,25.017529983359800,0,0,0
69,0,103425.47164881300,3,0,40.66728178962480,0,5,0
19,0,54950.95686968520,17,4,27.7986507661496,0,2,1
18,0,37122.953715282200,5,1,51.4128499079388,1,5,1
55,1,65884.60544880640,3,2,38.10351552038500,1,3,1
50,0,115876.0867296710,10,4,53.80951699054890,0,4,1
28,1,110430.3590445850,6,1,42.828891760302900,0,4,1
64,0,72557.66714313300,15,3,55.609397542226000,1,4,1
63,0,76497.47491163250,17,0,59.621112196333900,0,1,0
44,1,90784.60468350250,15,0,46.44349717334250,0,5,1
23,1,68006.50012802030,18,0,40.55635325166810,0,4,1
63,0,23531.764759322800,8,0,49.00890597468120,0,2,0
39,1,22203.19643564550,3,0,37.358198310506100,0,4,0
68,1,137794.43027722500,4,0,41.775246333177200,0,3,0
22,0,69899.05479584730,19,1,3.7862677131905300,1,0,1
20,1,119999.00921895700,12,0,12.603366711028100,0,3,1
26,1,144157.86649304900,18,0,7.185309085153490,0,1,0
18,0,46262.0368923237,19,0,32.655010895213400,0,5,1
58,0,62665.0579692105,7,3,43.18221658955490,0,2,0
27,0,56955.632080577200,3,1,50.36705148248340,0,0,0
50,0,46634.565639592600,13,1,9.218837983766940,0,2,0
64,1,59812.97070225950,12,0,20.700245820066700,0,0,0
37,0,84773.23869424900,2,4,8.540898817262580,0,2,0
42,0,96535.09787707160,13,1,56.918405339896700,0,4,1
53,1,83384.25517754000,17,1,29.72286450453300,0,5,0
39,1,67538.49727397830,19,1,26.848587410964400,0,3,1
18,1,54456.03568225050,13,4,4.271268906526640,1,2,1
62,0,122297.44021318800,12,0,20.01716464369610,0,3,0
26,0,103707.55296034700,17,1,12.223447918388100,1,3,1
42,1,100218.64709531400,7,3,55.31706006593580,1,3,1
22,1,114814.82323144000,16,3,38.04396573412400,0,0,1
30,1,71294.88982769400,2,4,29.53775856566080,0,3,0
53,0,137989.43033235200,16,0,41.22534436951880,0,4,1
23,0,88561.95087594790,17,2,57.82255372297040,1,4,1
39,0,115006.72544749500,9,2,2.665496819391680,1,1,1
23,0,22485.092275869300,10,2,31.83985778998850,0,3,1
58,0,21580.380292060300,7,3,7.80877459955008,0,1,0
59,1,52058.4725471432,19,1,25.939451602103200,1,2,0
31,1,124452.756628595,5,1,14.5933092193593,1,2,0
69,1,53488.938643383800,5,3,47.053790823435500,0,0,0
53,0,139699.65910023600,6,1,48.718785418368900,0,2,0
41,1,114440.02296469100,12,3,6.637987133541780,1,3,1
25,1,126914.90857687600,15,2,56.511914474147600,0,2,1
50,0,149406.87710487000,13,4,12.504807513740200,1,4,1
58,1,20175.97134301090,5,1,31.687956019296400,1,1,0
41,1,30478.196788426200,2,2,36.26031395226510,0,3,0
65,1,102495.71428153900,16,0,1.8480041548888800,1,0,0
51,0,144345.1817789320,20,3,15.949384530930700,1,3,1
48,1,112211.70770143900,2,0,45.11433032677230,1,0,0
69,0,84247.618142539,9,4,48.33270157487170,1,2,1
30,1,116446.52250463300,12,4,49.26814593098320,1,2,1
50,1,88040.81847866760,17,4,2.455527317888740,0,5,0
44,1,75891.04006071930,19,0,12.243986744514400,1,5,1
41,0,61179.018018778500,11,4,40.37257913039390,0,5,1
68,0,99988.74325907430,7,2,45.98950822875660,0,5,1
52,1,142725.47219730200,15,1,12.36877458688510,1,5,1
49,1,87244.97733740920,13,0,24.027437285553500,1,3,1
35,1,132525.02893119200,4,3,59.51807575535420,0,3,1
20,0,97867.20606303740,6,4,7.6086910710241300,0,3,1
41,1,77725.68739628640,1,2,52.22398147095980,0,3,0
40,1,122134.71035043000,11,4,37.69686661553860,1,0,1
49,1,70898.34076311780,12,4,25.716824212307700,0,4,0
70,1,30423.401830647400,16,4,1.2336366377164200,1,5,0
19,1,132592.4323695200,20,3,25.88796029583660,1,5,1
23,0,142301.98766540400,6,4,48.59991040787250,0,5,1
41,1,65461.419866960400,0,1,50.12893103461580,1,0,0
35,0,89983.15262324270,11,1,38.53188639595590,0,2,0
22,1,58552.78858677100,16,2,23.8698528869451,0,2,0
56,0,61794.441162224700,20,2,53.1083901224929,0,2,0
19,0,49954.16607525550,20,2,6.822428437835320,0,2,0
28,1,66413.81471610160,8,1,14.412002193131600,1,0,1
68,0,74443.13147964100,8,4,8.388571512096060,0,4,0
48,1,139273.15960715900,8,0,6.339282354656140,0,5,0
19,1,100078.10853382300,11,0,54.84369658610350,1,0,1
28,0,28430.967282785900,4,0,15.378784502356200,0,3,0
26,0,21484.337849029600,9,3,19.582171653206800,1,5,1
32,1,48084.96372624800,16,0,49.19652708074590,1,2,1
31,0,102732.17812384300,5,3,34.37877953818320,0,3,1
63,0,124000.45262927900,10,1,1.57698343803995,0,3,0
40,0,49200.02953970080,1,4,6.120194289834440,0,2,0
58,1,103739.39879186900,10,3,20.240257341688800,1,4,1
38,1,57705.9191551168,5,1,50.67702815543540,0,4,1
65,0,28964.542126334800,10,2,18.168963984315100,1,0,0
56,1,65346.66941603230,1,1,42.76851402865970,0,3,0
27,0,33327.07532864170,5,3,22.436031753087200,0,5,0
42,1,120508.4436094270,20,4,27.334920186365600,0,3,0
59,1,110170.34747159300,12,0,26.141219887376600,0,2,0
31,1,143693.79232298200,9,1,5.32504326870947,0,4,0
62,0,79728.07989277830,0,1,31.25728638367340,1,2,0
68,1,128657.37062836700,15,0,35.70047869704630,0,3,1
23,0,80098.42293007890,16,3,18.668005712121000,1,5,1
25,1,43949.2291009434,14,4,51.736502136821100,1,4,1
52,0,112018.56263987000,11,4,48.231630202478100,1,3,1
47,1,58647.802739953400,6,0,47.64348560877820,0,5,0
49,0,33246.10311348180,14,1,3.37659709730484,1,1,1
36,0,127701.00892838500,10,1,53.35905975439680,0,1,1
68,1,137935.35399175800,4,2,40.669349617999500,0,3,0
26,0,109980.97442023700,4,0,34.79287144435010,0,2,0
61,0,118307.76981352300,20,3,29.547148231960200,0,4,0
